City,State,State Code,Is Capital,id,Weather,Temperature,Humidity,Wind Speed
Pittston,Pennsylvania,PA,False,42,Clouds,-3.32,52,6.17
Duryea,Pennsylvania,PA,False,42,Clouds,-3.24,52,6.17
Shawanese,Pennsylvania,PA,False,42,Clouds,-4.65,52,5.46
Shickshinny,Pennsylvania,PA,False,42,Clouds,-3.3,55,2.24
Sweet Valley,Pennsylvania,PA,False,42,Clouds,-4.71,52,2.24
Tunkhannock,Pennsylvania,PA,False,42,Clouds,-3.4,57,0.45
Wapwallopen,Pennsylvania,PA,False,42,Clouds,-3.76,56,2.57
White Haven,Pennsylvania,PA,False,42,Clouds,-4.85,55,4.02
Wilkes Barre,Pennsylvania,PA,False,42,Clouds,-3.24,51,6.17
Mountain Top,Pennsylvania,PA,False,42,Clouds,-4.69,55,2.57
Shavertown,Pennsylvania,PA,False,42,Clouds,-4.22,51,6.17
Brackney,Pennsylvania,PA,False,42,Clouds,-5.98,69,1.79
Camptown,Pennsylvania,PA,False,42,Clouds,-3.79,51,6.6
East Smithfield,Pennsylvania,PA,False,42,Clouds,-5.8,68,6.74
Hallstead,Pennsylvania,PA,False,42,Clouds,-5.34,75,6.45
Harford,New York,NY,False,36,Clouds,-5.83,78,6.69
Hop Bottom,Pennsylvania,PA,False,42,Clouds,-4.57,65,4.92
Le Raysville,Pennsylvania,PA,False,42,Clouds,-5.41,60,6.73
Little Meadows,Pennsylvania,PA,False,42,Clouds,-5.11,69,2.68
Monroeton,Pennsylvania,PA,False,42,Clouds,-4.09,58,0.89
New Milford,Connecticut,CT,False,9,Clouds,-1.93,55,1.79
South Gibson,Pennsylvania,PA,False,42,Clouds,-4.72,68,6.46
South Montrose,Pennsylvania,PA,False,42,Clouds,-6.52,69,4.02
Sugar Run,Pennsylvania,PA,False,42,Clouds,-3.91,52,2.24
Susquehanna,Pennsylvania,PA,False,42,Clouds,-4.06,57,6.86
Ulster,Pennsylvania,PA,False,42,Clouds,-3.69,60,6.59
Warren Center,Pennsylvania,PA,False,42,Clouds,-5.7,66,6.78
Wyalusing,Pennsylvania,PA,False,42,Clouds,-3.78,51,2.24
Wysox,Pennsylvania,PA,False,42,Clouds,-3.33,56,0.89
Bedminster,New Jersey,NJ,False,34,Clouds,-1.57,45,6.17
Blooming Glen,Pennsylvania,PA,False,42,Clouds,-2.82,55,7.2
Carversville,Pennsylvania,PA,False,42,Clouds,-2.41,54,7.2
Chalfont,Pennsylvania,PA,False,42,Clouds,-2.4,53,7.2
Colmar,Pennsylvania,PA,False,42,Clouds,-2.45,53,7.2
Danboro,Pennsylvania,PA,False,42,Clouds,-2.85,54,7.2
Erwinna,Pennsylvania,PA,False,42,Clouds,-1.98,57,6.17
Fountainville,Pennsylvania,PA,False,42,Clouds,-2.69,54,7.2
Franconia,New Hampshire,NH,False,33,Clouds,-10.93,79,3.16
Furlong,Pennsylvania,PA,False,42,Clouds,-2.47,53,6.17
Gardenville,Pennsylvania,PA,False,42,Clouds,-2.9,55,7.2
Hilltown,Pennsylvania,PA,False,42,Clouds,-3.2,55,7.2
Holicong,Pennsylvania,PA,False,42,Clouds,-2.35,54,6.17
Jamison,Pennsylvania,PA,False,42,Clouds,-2.49,53,6.17
Kintnersville,Pennsylvania,PA,False,42,Clouds,-2.28,60,3.13
Lahaska,Pennsylvania,PA,False,42,Clouds,-2.37,55,6.17
Line Lexington,Pennsylvania,PA,False,42,Clouds,-2.57,54,7.2
Lumberville,Pennsylvania,PA,False,42,Clouds,-2.03,55,6.17
Milford Square,Pennsylvania,PA,False,42,Clouds,-3.15,58,7.2
Montgomeryville,Pennsylvania,PA,False,42,Clouds,-2.82,53,7.2
Ottsville,Pennsylvania,PA,False,42,Clouds,-2.65,59,7.2
Penns Park,Pennsylvania,PA,False,42,Clouds,-2.41,53,6.17
Perkasie,Pennsylvania,PA,False,42,Clouds,-2.65,55,7.2
Pipersville,Pennsylvania,PA,False,42,Clouds,-2.79,57,7.2
Plumsteadville,Pennsylvania,PA,False,42,Clouds,-3.03,55,7.2
Quakertown,New Jersey,NJ,False,34,Clouds,-2.89,49,1.34
Richboro,Pennsylvania,PA,False,42,Clouds,-2.2,52,6.69
Richlandtown,Pennsylvania,PA,False,42,Clouds,-2.99,61,7.2
Rushland,Pennsylvania,PA,False,42,Clouds,-2.01,52,6.69
Salford,Pennsylvania,PA,False,42,Clouds,-2.46,53,7.2
Salfordville,Pennsylvania,PA,False,42,Clouds,-2.63,54,7.2
Sellersville,Pennsylvania,PA,False,42,Clouds,-2.75,55,7.2
Solebury,Pennsylvania,PA,False,42,Clouds,-2.36,54,6.17
Souderton,Pennsylvania,PA,False,42,Clouds,-2.8,55,7.2
Southampton,Massachusetts,MA,False,25,Clouds,-2.68,60,6.17
Spinnerstown,Pennsylvania,PA,False,42,Clouds,-3.24,58,7.2
Trumbauersville,Pennsylvania,PA,False,42,Clouds,-3.19,57,7.2
Tylersport,Pennsylvania,PA,False,42,Clouds,-3.08,55,7.2
Upper Black Eddy,Pennsylvania,PA,False,42,Clouds,-1.86,58,3.13
Warminster,Pennsylvania,PA,False,42,Clouds,-2.43,52,6.17
Warrington,Pennsylvania,PA,False,42,Clouds,-2.66,53,6.17
Washington Crossing,Pennsylvania,PA,False,42,Clouds,-1.66,53,6.17
Woxall,Pennsylvania,PA,False,42,Clouds,-2.77,53,7.2
Wycombe,Pennsylvania,PA,False,42,Clouds,-2.16,53,6.17
Zionhill,Pennsylvania,PA,False,42,Clouds,-3.26,58,7.2
Abington,Massachusetts,MA,False,25,Clouds,-2.61,54,1.79
Bala Cynwyd,Pennsylvania,PA,False,42,Clouds,-2.51,50,7.72
Huntingdon Valley,Pennsylvania,PA,False,42,Clouds,-1.95,50,6.69
Broomall,Pennsylvania,PA,False,42,Clouds,-2.91,52,5.66
Bryn Athyn,Pennsylvania,PA,False,42,Clouds,-2.27,50,6.69
Aston,Pennsylvania,PA,False,42,Clouds,-2.74,52,2.68
Chester Heights,Pennsylvania,PA,False,42,Clouds,-2.92,53,2.68
Clifton Heights,Pennsylvania,PA,False,42,Clouds,-2.43,52,1.79
Bensalem,Pennsylvania,PA,False,42,Clouds,-1.66,49,6.69
Crum Lynne,Pennsylvania,PA,False,42,Clouds,-2.29,52,2.68
Dresher,Pennsylvania,PA,False,42,Clouds,-2.32,52,5.36
Drexel Hill,Pennsylvania,PA,False,42,Clouds,-2.52,52,1.79
Elkins Park,Pennsylvania,PA,False,42,Clouds,-2.17,50,6.69
Essington,Pennsylvania,PA,False,42,Clouds,-2.19,52,1.79
Fairless Hills,Pennsylvania,PA,False,42,Clouds,-1.7,51,6.69
Flourtown,Pennsylvania,PA,False,42,Clouds,-2.32,51,5.36
Folcroft,Pennsylvania,PA,False,42,Clouds,-2.23,52,1.79
Gladwyne,Pennsylvania,PA,False,42,Clouds,-2.73,51,7.72
Glenolden,Pennsylvania,PA,False,42,Clouds,-2.31,51,1.79
Glenside,Pennsylvania,PA,False,42,Clouds,-2.44,51,5.36
Hatboro,Pennsylvania,PA,False,42,Clouds,-2.3,52,6.17
Haverford,Pennsylvania,PA,False,42,Clouds,-2.77,51,7.72
Holmes,New York,NY,False,36,Clouds,-3.15,57,2.68
Horsham,Pennsylvania,PA,False,42,Clouds,-2.33,52,6.17
Jenkintown,Pennsylvania,PA,False,42,Clouds,-2.42,50,6.69
Langhorne,Pennsylvania,PA,False,42,Clouds,-1.95,51,6.69
Lansdowne,Pennsylvania,PA,False,42,Clouds,-2.33,51,1.79
Lenni,Pennsylvania,PA,False,42,Clouds,-2.72,52,2.68
Feasterville Trevose,Pennsylvania,PA,False,42,Clouds,-1.92,50,6.69
Levittown,New York,NY,False,36,Clear,-1.09,42,7.2
Marcus Hook,Pennsylvania,PA,False,42,Clouds,-2.29,53,2.68
Narberth,Pennsylvania,PA,False,42,Clouds,-2.64,51,7.72
Newtown Square,Pennsylvania,PA,False,42,Clouds,-3.11,53,2.68
Oreland,Pennsylvania,PA,False,42,Clouds,-2.36,51,5.81
Prospect Park,Pennsylvania,PA,False,42,Clouds,-2.34,52,1.79
Ridley Park,Pennsylvania,PA,False,42,Clouds,-2.28,53,1.79
Sharon Hill,Pennsylvania,PA,False,42,Clouds,-2.11,50,7.72
Swarthmore,Pennsylvania,PA,False,42,Clouds,-2.5,52,2.68
Upper Darby,Pennsylvania,PA,False,42,Clouds,-2.23,52,1.79
Havertown,Pennsylvania,PA,False,42,Clouds,-2.73,52,5.14
Villanova,Pennsylvania,PA,False,42,Clouds,-3.09,52,5.14
Willow Grove,Pennsylvania,PA,False,42,Clouds,-2.43,51,5.36
Woodlyn,Pennsylvania,PA,False,42,Clouds,-2.33,52,2.68
Wyncote,Pennsylvania,PA,False,42,Clouds,-2.35,51,5.36
Atglen,Pennsylvania,PA,False,42,Clouds,-3.93,59,6.69
Brandamore,Pennsylvania,PA,False,42,Clouds,-4.16,58,6.69
Chadds Ford,Pennsylvania,PA,False,42,Clouds,-2.81,54,3.13
Cheyney,Pennsylvania,PA,False,42,Clouds,-3.03,53,4.92
Cochranville,Pennsylvania,PA,False,42,Clouds,-4.14,60,6.69
Concordville,Pennsylvania,PA,False,42,Clouds,-3.06,53,2.68
Devon,Pennsylvania,PA,False,42,Clouds,-3.31,53,5.14
Downingtown,Pennsylvania,PA,False,42,Clouds,-3.19,56,6.69
Exton,Pennsylvania,PA,False,42,Clouds,-3.23,54,3.13
Glen Mills,Pennsylvania,PA,False,42,Clouds,-2.66,53,3.13
Glenmoore,Pennsylvania,PA,False,42,Clouds,-3.85,57,6.69
Honey Brook,Pennsylvania,PA,False,42,Clouds,-4.4,59,6.69
Kelton,Pennsylvania,PA,False,42,Clouds,-4.13,59,6.69
Kemblesville,Pennsylvania,PA,False,42,Clouds,-3.63,57,3.58
Kennett Square,Pennsylvania,PA,False,42,Clouds,-3.39,56,6.69
Landenberg,Pennsylvania,PA,False,42,Clouds,-3.51,56,6.17
Lyndell,Pennsylvania,PA,False,42,Clouds,-3.6,56,6.69
Parkesburg,Pennsylvania,PA,False,42,Clouds,-3.97,59,6.69
Pocopson,Pennsylvania,PA,False,42,Clouds,-2.86,54,3.13
Sadsburyville,Pennsylvania,PA,False,42,Clouds,-4.24,59,6.69
Suplee,Pennsylvania,PA,False,42,Clouds,-4.27,59,6.69
Toughkenamon,Pennsylvania,PA,False,42,Clouds,-3.5,56,6.69
Wagontown,Pennsylvania,PA,False,42,Clouds,-3.79,58,6.69
West Grove,Pennsylvania,PA,False,42,Clouds,-3.77,58,6.69
Westtown,New York,NY,False,36,Clouds,-2.92,51,3.6
King Of Prussia,Pennsylvania,PA,False,42,Clouds,-2.5,52,5.14
Fairview Village,Pennsylvania,PA,False,42,Clouds,-2.91,52,5.14
Birchrunville,Pennsylvania,PA,False,42,Clouds,-3.52,53,4.63
Blue Bell,Pennsylvania,PA,False,42,Clouds,-2.7,52,5.14
Cedars,Pennsylvania,PA,False,42,Clouds,-2.51,52,5.14
Chester Springs,Pennsylvania,PA,False,42,Clouds,-3.07,53,4.63
Conshohocken,Pennsylvania,PA,False,42,Clouds,-2.46,52,5.14
Creamery,Pennsylvania,PA,False,42,Clouds,-2.51,53,5.14
Devault,Pennsylvania,PA,False,42,Clouds,-3.2,53,4.63
Gwynedd,Pennsylvania,PA,False,42,Clouds,-2.66,52,6.17
Gwynedd Valley,Pennsylvania,PA,False,42,Clouds,-2.47,53,5.14
Harleysville,Pennsylvania,PA,False,42,Clouds,-2.53,54,7.2
Kimberton,Pennsylvania,PA,False,42,Clouds,-2.81,53,4.63
Kulpsville,Pennsylvania,PA,False,42,Clouds,-2.49,53,7.2
Lansdale,Pennsylvania,PA,False,42,Clouds,-2.64,53,7.2
Lederach,Pennsylvania,PA,False,42,Clouds,-2.66,53,7.2
Mainland,Pennsylvania,PA,False,42,Clouds,-2.37,53,7.2
Mont Clare,Pennsylvania,PA,False,42,Clouds,-2.58,52,4.63
North Wales,Pennsylvania,PA,False,42,Clouds,-2.73,53,7.2
Parker Ford,Pennsylvania,PA,False,42,Clouds,-2.45,52,4.63
Phoenixville,Pennsylvania,PA,False,42,Clouds,-2.57,53,4.63
Pottstown,Pennsylvania,PA,False,42,Clouds,-2.59,52,4.63
Royersford,Pennsylvania,PA,False,42,Clouds,-2.6,52,4.63
Sassamansville,Pennsylvania,PA,False,42,Clouds,-2.82,53,4.63
Schwenksville,Pennsylvania,PA,False,42,Clouds,-2.29,53,4.63
Skippack,Pennsylvania,PA,False,42,Clouds,-2.4,53,5.14
Spring House,Pennsylvania,PA,False,42,Clouds,-2.57,52,6.17
Spring Mount,Pennsylvania,PA,False,42,Clouds,-2.28,53,7.2
Valley Forge,Pennsylvania,PA,False,42,Clouds,-2.8,52,5.14
Worcester,Massachusetts,MA,False,25,Clouds,-3.23,56,6.17
Bally,Pennsylvania,PA,False,42,Clouds,-3.05,56,4.63
Barto,Pennsylvania,PA,False,42,Clouds,-3.01,56,4.63
Bechtelsville,Pennsylvania,PA,False,42,Clouds,-2.96,55,4.63
Bernville,Pennsylvania,PA,False,42,Clouds,-2.98,58,7.2
Birdsboro,Pennsylvania,PA,False,42,Clouds,-2.97,55,7.2
Blandon,Pennsylvania,PA,False,42,Snow,-2.94,57,7.2
Bowers,Pennsylvania,PA,False,42,Clouds,-3.16,60,2.24
Boyertown,Pennsylvania,PA,False,42,Clouds,-2.91,54,4.63
Centerport,New York,NY,False,36,Clear,-1.14,44,7.2
Elverson,Pennsylvania,PA,False,42,Clouds,-4.26,57,6.69
Geigertown,Pennsylvania,PA,False,42,Clouds,-3.75,57,6.85
Kutztown,Pennsylvania,PA,False,42,Clouds,-3.07,60,2.24
Leesport,Pennsylvania,PA,False,42,Clouds,-2.76,56,7.2
Lenhartsville,Pennsylvania,PA,False,42,Clouds,-3.17,61,4.92
Limekiln,Pennsylvania,PA,False,42,Clouds,-3.5,56,7.72
Maxatawny,Pennsylvania,PA,False,42,Clouds,-3.19,60,6.69
Mertztown,Pennsylvania,PA,False,42,Clouds,-3.27,60,6.69
Mohnton,Pennsylvania,PA,False,42,Clouds,-3.36,60,4.02
Mohrsville,Pennsylvania,PA,False,42,Clouds,-2.74,56,7.2
Mount Aetna,Pennsylvania,PA,False,42,Clouds,-3.74,49,7.15
New Berlinville,Pennsylvania,PA,False,42,Clouds,-2.87,54,4.63
Oley,Pennsylvania,PA,False,42,Snow,-3.11,57,7.2
Pine Forge,Pennsylvania,PA,False,42,Clouds,-2.75,53,4.63
Rehrersburg,Pennsylvania,PA,False,42,Clouds,-3.61,56,7.66
Robesonia,Pennsylvania,PA,False,42,Clouds,-3.52,60,4.02
Shartlesville,Pennsylvania,PA,False,42,Clouds,-3.55,66,7.27
Shoemakersville,Pennsylvania,PA,False,42,Clouds,-2.95,57,7.2
Strausstown,Pennsylvania,PA,False,42,Clouds,-3.51,59,7.51
Virginville,Pennsylvania,PA,False,42,Clouds,-2.88,59,7.2
Wernersville,Pennsylvania,PA,False,42,Clouds,-3.42,59,4.02
Womelsdorf,Pennsylvania,PA,False,42,Clouds,-3.42,55,7.2
Bear,Delaware,DE,False,10,Clouds,-2.31,50,3.13
Claymont,Delaware,DE,False,10,Clouds,-2.35,52,2.68
Delaware City,Delaware,DE,False,10,Clouds,-2.01,50,1.34
Hockessin,Delaware,DE,False,10,Clouds,-3.2,55,2.24
Montchanin,Delaware,DE,False,10,Clouds,-2.96,54,2.24
Port Penn,Delaware,DE,False,10,Clouds,-2.03,51,1.34
Saint Georges,Delaware,DE,False,10,Clouds,-2.08,49,3.13
Winterthur,Delaware,DE,False,10,Clouds,-2.94,54,2.24
Yorklyn,Delaware,DE,False,10,Clouds,-3.07,55,2.24
Bethany Beach,Delaware,DE,False,10,Clouds,-1.09,52,10.02
Cheswold,Delaware,DE,False,10,Clouds,-1.83,45,9.26
Dagsboro,Delaware,DE,False,10,Clouds,-1.18,46,5.14
Fenwick Island,Delaware,DE,False,10,Clouds,-1.1,40,7.2
Frederica,Delaware,DE,False,10,Clouds,-1.82,46,9.26
Harbeson,Delaware,DE,False,10,Clouds,-1.44,50,6.26
Hartly,Delaware,DE,False,10,Clouds,-1.97,47,4.47
Lewes,Delaware,DE,False,10,Clouds,-1.36,51,4.47
Little Creek,Delaware,DE,False,10,Clouds,-1.05,38,9.26
Millsboro,Pennsylvania,PA,False,42,Clouds,-6.63,62,4.84
Nassau,New York,NY,False,36,Snow,-3.45,70,4.82
Rehoboth Beach,Delaware,DE,False,10,Clouds,-1.27,52,2.68
Woodside,New York,NY,False,36,Clear,-0.74,42,10.28
Dulles,Virginia,VA,False,51,Clouds,-3.16,51,5.14
Aldie,Virginia,VA,False,51,Clouds,-3.53,54,5.14
Amissville,Virginia,VA,False,51,Clouds,-3.31,45,3.37
Catlett,Virginia,VA,False,51,Clear,-2.65,47,4.63
Orlean,Virginia,VA,False,51,Clouds,-3.74,50,3.13
Paeonian Springs,Virginia,VA,False,51,Clouds,-4.06,55,5.14
Philomont,Virginia,VA,False,51,Clouds,-4.03,54,7.15
Purcellville,Virginia,VA,False,51,Clouds,-4.18,54,7.15
Bluemont,Virginia,VA,False,51,Clouds,-4.61,53,2.24
Broad Run,Virginia,VA,False,51,Clouds,-3.39,51,2.68
Calverton,New York,NY,False,36,Clouds,-0.73,47,10.73
Casanova,Virginia,VA,False,51,Clear,-2.81,46,4.63
Rectortown,Virginia,VA,False,51,Clouds,-3.92,52,1.79
Round Hill,Virginia,VA,False,51,Clouds,-4.17,54,7.15
Catharpin,Virginia,VA,False,51,Clear,-3.13,49,4.63
Delaplane,Virginia,VA,False,51,Clouds,-3.83,51,1.79
Chantilly,Virginia,VA,False,51,Clouds,-3.09,49,3.58
Haymarket,Virginia,VA,False,51,Clear,-3.24,50,4.63
Lovettsville,Virginia,VA,False,51,Clouds,-4.0,58,8.94
Nokesville,Virginia,VA,False,51,Clear,-2.89,49,4.63
Upperville,Virginia,VA,False,51,Clouds,-4.14,51,5.04
Reston,Virginia,VA,False,51,Clouds,-3.29,50,3.58
Abell,Maryland,MD,False,24,Clouds,-2.6,47,7.72
Accokeek,Maryland,MD,False,24,Clouds,-2.54,49,5.14
Aquasco,Maryland,MD,False,24,Clouds,-2.93,57,4.93
Avenue,Maryland,MD,False,24,Clouds,-1.32,52,2.24
Bel Alton,Maryland,MD,False,24,Clouds,-2.37,51,4.83
Broomes Island,Maryland,MD,False,24,Clear,-1.61,46,1.54
Bryans Road,Maryland,MD,False,24,Clouds,-2.64,47,5.14
Bryantown,Maryland,MD,False,24,Clouds,-2.67,53,4.56
Bushwood,Maryland,MD,False,24,Clouds,-1.63,52,1.34
Chaptico,Maryland,MD,False,24,Clouds,-1.69,51,1.34
Charlotte Hall,Maryland,MD,False,24,Clouds,-2.26,49,0.89
Cheltenham,Pennsylvania,PA,False,42,Clouds,-2.0,50,6.69
Cobb Island,Maryland,MD,False,24,Clouds,-1.37,52,1.34
Coltons Point,Maryland,MD,False,24,Clouds,-1.18,52,2.24
Dameron,Maryland,MD,False,24,Clouds,-1.38,45,1.79
Drayden,Maryland,MD,False,24,Clear,-1.4,46,1.54
Faulkner,Maryland,MD,False,24,Clouds,-2.23,51,0.89
Great Mills,Maryland,MD,False,24,Clear,-1.47,46,1.54
Huntingtown,Maryland,MD,False,24,Clouds,-3.05,45,5.98
Indian Head,Pennsylvania,PA,False,42,Clouds,-8.44,81,6.28
Ironsides,Maryland,MD,False,24,Clear,-2.08,42,5.14
Leonardtown,Maryland,MD,False,24,Clear,-1.41,48,1.79
Lexington Park,Maryland,MD,False,24,Clear,-1.65,45,1.54
Loveville,Maryland,MD,False,24,Clear,-1.78,49,1.54
Lusby,Maryland,MD,False,24,Clear,-1.81,46,1.54
Mount Victoria,Maryland,MD,False,24,Clouds,-1.89,51,0.89
Nanjemoy,Maryland,MD,False,24,Clear,-1.56,40,5.14
Park Hall,Maryland,MD,False,24,Clouds,-4.93,57,4.02
Patuxent River,Maryland,MD,False,24,Clear,-2.6,48,4.63
Piney Point,Maryland,MD,False,24,Clear,-1.23,46,1.54
Pomfret,Connecticut,CT,False,9,Clear,-3.07,56,0.89
Port Tobacco,Maryland,MD,False,24,Clouds,-2.46,51,4.44
Prince Frederick,Maryland,MD,False,24,Clouds,-2.27,44,5.81
Ridge,New York,NY,False,36,Clouds,-1.06,51,5.81
Saint Inigoes,Maryland,MD,False,24,Clouds,-1.28,45,1.79
Saint Leonard,Maryland,MD,False,24,Clear,-1.93,46,1.54
Solomons,Maryland,MD,False,24,Clear,-1.51,46,1.54
Sunderland,Massachusetts,MA,False,25,Clouds,-2.57,65,1.79
Tall Timbers,Maryland,MD,False,24,Clear,-2.5,46,3.6
Valley Lee,Maryland,MD,False,24,Clear,-1.43,46,1.54
Lanham,Maryland,MD,False,24,Snow,-2.5,48,9.77
Beltsville,Maryland,MD,False,24,Snow,-2.58,50,7.15
Lothian,Maryland,MD,False,24,Clouds,-2.85,50,2.24
Mount Rainier,Maryland,MD,False,24,Snow,-2.3,49,9.77
North Beach,Maryland,MD,False,24,Clouds,-2.67,48,1.34
Capitol Heights,Maryland,MD,False,24,Snow,-2.4,48,7.15
Chesapeake Beach,Maryland,MD,False,24,Clouds,-2.68,48,1.34
Churchton,Maryland,MD,False,24,Clouds,-2.52,49,1.79
Owings,Maryland,MD,False,24,Clouds,-2.84,51,0.89
College Park,Maryland,MD,False,24,Snow,-2.36,49,7.15
Fort Washington,Pennsylvania,PA,False,42,Clouds,-2.43,52,5.36
Oxon Hill,Maryland,MD,False,24,Clear,-2.43,50,5.66
Suitland,Maryland,MD,False,24,Clear,-2.66,49,5.66
District Heights,Maryland,MD,False,24,Clear,-2.62,49,5.66
Temple Hills,Maryland,MD,False,24,Clouds,-2.51,49,9.77
Deale,Maryland,MD,False,24,Clouds,-2.55,50,1.34
Shady Side,Maryland,MD,False,24,Clear,-2.4,48,3.6
Greenbelt,Maryland,MD,False,24,Snow,-2.61,49,7.15
Glenn Dale,Maryland,MD,False,24,Clear,-2.53,49,4.63
Upper Marlboro,Maryland,MD,False,24,Clear,-2.53,51,5.66
West River,Maryland,MD,False,24,Clear,-2.71,49,4.63
Tracys Landing,Maryland,MD,False,24,Clouds,-2.84,50,2.24
Hyattsville,Maryland,MD,False,24,Snow,-2.25,49,7.15
Jessup,Pennsylvania,PA,False,42,Clouds,-4.11,55,6.17
Glen Echo,Maryland,MD,False,24,Clear,-2.85,51,4.63
Chevy Chase,Maryland,MD,False,24,Clear,-3.04,51,4.63
Cabin John,Maryland,MD,False,24,Clouds,-2.75,52,1.79
Brookeville,Maryland,MD,False,24,Clouds,-3.6,52,3.58
Poolesville,Maryland,MD,False,24,Clouds,-3.45,53,3.6
Dickerson,Maryland,MD,False,24,Clouds,-3.47,54,3.6
Derwood,Maryland,MD,False,24,Clouds,-3.55,52,4.02
Sandy Spring,Maryland,MD,False,24,Clouds,-3.67,52,3.09
Brinklow,Maryland,MD,False,24,Clouds,-3.6,52,3.09
Burtonsville,Maryland,MD,False,24,Clear,-3.49,51,4.63
Gaithersburg,Maryland,MD,False,24,Clouds,-3.69,52,4.02
Washington Grove,Maryland,MD,False,24,Clouds,-3.7,52,4.02
Montgomery Village,Maryland,MD,False,24,Clouds,-3.56,52,4.02
Garrett Park,Maryland,MD,False,24,Clear,-3.1,51,4.63
Silver Spring,Pennsylvania,PA,False,42,Clouds,-3.66,59,5.66
Takoma Park,Maryland,MD,False,24,Snow,-2.84,50,7.15
Aberdeen Proving Ground,Maryland,MD,False,24,Clouds,-2.42,51,6.89
Gunpowder,Maryland,MD,False,24,Clouds,-2.57,49,4.02
Bel Air,Maryland,MD,False,24,Clouds,-3.56,51,0.89
Belcamp,Maryland,MD,False,24,Clouds,-2.58,51,2.68
Cockeysville,Maryland,MD,False,24,Clouds,-3.17,50,0.45
Hunt Valley,Maryland,MD,False,24,Clouds,-3.28,51,0.45
Crownsville,Maryland,MD,False,24,Clear,-2.57,46,5.66
Davidsonville,Maryland,MD,False,24,Clear,-2.71,49,4.63
Ellicott City,Maryland,MD,False,24,Clouds,-2.76,49,7.72
Finksburg,Maryland,MD,False,24,Clouds,-4.17,53,3.13
Fort Howard,Maryland,MD,False,24,Clouds,-2.17,46,5.66
Gambrills,Maryland,MD,False,24,Clouds,-2.43,46,5.66
Gibson Island,Maryland,MD,False,24,Clear,-2.1,45,6.69
Glen Arm,Maryland,MD,False,24,Clouds,-3.21,49,4.92
Glen Burnie,Maryland,MD,False,24,Clouds,-2.29,45,5.66
Elkridge,Maryland,MD,False,24,Clouds,-2.51,48,5.66
Harmans,Maryland,MD,False,24,Clouds,-2.59,47,5.66
Havre De Grace,Maryland,MD,False,24,Clouds,-2.61,49,6.44
Hydes,Maryland,MD,False,24,Clouds,-3.21,50,4.92
Jarrettsville,Maryland,MD,False,24,Clouds,-4.28,54,2.68
Lineboro,Maryland,MD,False,24,Clouds,-4.71,58,7.24
Linthicum Heights,Maryland,MD,False,24,Clouds,-2.56,47,5.66
Long Green,Maryland,MD,False,24,Clouds,-3.53,49,4.92
Marriottsville,Maryland,MD,False,24,Clouds,-3.63,51,4.02
Maryland Line,Maryland,MD,False,24,Clouds,-4.89,61,3.13
Monkton,Vermont,VT,False,50,Clouds,-8.5,83,0.45
Odenton,Maryland,MD,False,24,Clear,-2.59,47,5.66
Owings Mills,Maryland,MD,False,24,Clouds,-3.88,51,3.13
Perry Hall,Maryland,MD,False,24,Clouds,-2.92,48,4.92
Perryman,Maryland,MD,False,24,Clouds,-2.61,51,2.68
Pylesville,Maryland,MD,False,24,Clouds,-3.93,55,6.67
Randallstown,Maryland,MD,False,24,Clouds,-3.82,50,3.13
Reisterstown,Maryland,MD,False,24,Clouds,-4.37,53,3.13
Riderwood,Maryland,MD,False,24,Clouds,-3.21,49,0.89
Riva,Maryland,MD,False,24,Clear,-2.44,48,4.63
Severna Park,Maryland,MD,False,24,Clear,-2.35,46,5.66
Street,Maryland,MD,False,24,Clouds,-4.08,54,0.89
Upperco,Maryland,MD,False,24,Clouds,-4.74,53,6.71
Upper Falls,Maryland,MD,False,24,Clouds,-3.02,50,4.92
Whiteford,Maryland,MD,False,24,Clouds,-4.46,55,6.65
Towson,Maryland,MD,False,24,Clouds,-3.35,49,4.92
Gwynn Oak,Maryland,MD,False,24,Clouds,-3.1,48,5.66
Pikesville,Maryland,MD,False,24,Clouds,-3.53,50,3.13
Sparrows Point,Maryland,MD,False,24,Clouds,-2.22,46,5.66
Dundalk,Maryland,MD,False,24,Clouds,-2.24,46,7.72
Curtis Bay,Maryland,MD,False,24,Clouds,-2.31,46,5.66
Halethorpe,Maryland,MD,False,24,Clouds,-2.58,47,5.66
Catonsville,Maryland,MD,False,24,Clouds,-3.37,48,5.66
Parkville,Maryland,MD,False,24,Clouds,-3.05,48,4.92
Nottingham,New Hampshire,NH,False,33,Clouds,-5.51,59,5.67
Windsor Mill,Maryland,MD,False,24,Clouds,-3.55,50,5.66
Accident,Maryland,MD,False,24,Clouds,-10.08,83,7.22
Bittinger,Maryland,MD,False,24,Mist,-11.05,84,4.63
Corriganville,Maryland,MD,False,24,Clouds,-6.05,58,4.63
Eckhart Mines,Maryland,MD,False,24,Clouds,-8.09,59,4.63
Frostburg,Maryland,MD,False,24,Clouds,-8.25,59,4.63
Kitzmiller,Maryland,MD,False,24,Clouds,-8.55,81,9.4
Lonaconing,Maryland,MD,False,24,Clouds,-7.95,63,4.63
Luke,Maryland,MD,False,24,Clouds,-6.73,74,3.13
Mount Savage,Maryland,MD,False,24,Clouds,-6.89,60,4.63
Pinto,Maryland,MD,False,24,Clouds,-5.86,60,4.63
Spring Gap,Maryland,MD,False,24,Clouds,-5.09,56,4.63
Westernport,Maryland,MD,False,24,Clouds,-6.7,71,3.13
